Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track,Album Cover URL
Taboo,Meet the Orphans (Deluxe Edition),Don Omar,01-01-2010,USUM71025734,4451,19.8,210904340,32972,17062785,66,1096124254,3571813,4471,2661983,22688824,159360588,11,5612,30,16,182534,20,270829417,137297,,1655972,,0,https://i.scdn.co/image/ab67616d0000b273d4c273fe23a0950d7ac9fce2
"Genius (feat. Sia, Diplo, and Labrinth)",Genius,Sia,05-03-2018,USQX91800798,4449,19.8,563680273,82163,14384727,71,403337582,4716385,832932,53453411,522523747,14782080,,4805,,,,,,,,,,0,https://i.scdn.co/image/ab67616d0000b2733f159ae07dd556323f39f47b
life gets hard,life gets hard,iilliaa,10/27/2023,DEE862301847,4448,19.8,36157546,14837,12639915,,2802960,43834,124990,23668150,237070526,475388,13,3060,,26,309921,1,,,,456093,,0,https://i.scdn.co/image/ab67616d0000b273de170f8d2e53ea26e3e085a3
MALA SANTA,MALA SANTA,Becky G,10-11-2019,USRC11902848,4446,19.8,189969086,27387,6969852,54,474789534,3191466,778532,15115643,252838869,39059546,42,4856,108,13,66482,11,19661789,7367,,601436,,0,https://i.scdn.co/image/ab67616d0000b2739c8890c824bb9be2360e79c1
Renegades,Renegades,X Ambassadors,3/17/2015,USUM71502643,4445,19.8,785571181,131703,26404041,70,492974141,3162813,36859,9348443,74904030,17622437,96,89938,279,30,100159,22,,,,9672381,,0,https://i.scdn.co/image/ab67616d0000b27352e8aa3275f7a3ee9c1e3628
Cuando La Vida Sea Trago,Cuando La Vida Sea Trago,Carin Leon,04-11-2024,USA2P2419596,4444,19.8,17237503,943,5030772,60,16792844,122453,,,,,4,241,,6,1044989,3,2270158,545,,150270,,1,https://i.scdn.co/image/ab67616d0000b273e80b258c7e0b318202870953
Ocean (feat. Khalid),Ocean (feat. Khalid),Martin Garrix,6/15/2018,NLM5S1800214,4443,19.8,529175442,63348,12995383,60,352484517,2091823,1019151,8797464,102987831,354785232,44,17888,,24,170268,14,36710143,35559,,2849471,,0,https://i.scdn.co/image/ab67616d0000b273b800b91af812df0ce0dd2883
Snow (Hey Oh),Stadium Arcadium (U.S. Version),Red Hot Chili Peppers,05-09-2006,USWB10601591,4442,19.8,1070374387,203821,38556891,74,710124074,3609104,506663,44842411,835564684,31925912,22,31,31,56,784912,26,667293971,198268,3089649,,,0,https://i.scdn.co/image/ab67616d0000b27309fd83d32aee93dceba78517
Por Clave el 13,Seguimos Irremediables,Betillo Guerrero,02-07-2022,QZDQH2160812,4440,19.8,92981184,12775,1505898,54,104515384,562370,1348200,62716990,848741537,,,3,,,,1,4488013,4004,,572854,,1,https://i.scdn.co/image/ab67616d0000b273ed0d39f0f2452722a772e72f
People (feat. Ayra Starr & Omah Lay),People (feat. Ayra Starr & Omah Lay) [Remix],Libianca,03-03-2023,GBARL2300305,4436,19.8,92719593,31367,6867479,65,,,,,,,53,241,,15,46039,25,6964332,2857,2386300,1340772,,1,https://i.scdn.co/image/ab67616d0000b2731a3760dd592be4d8062e2435
Loca - Remix,Loca [Bad Bunny Remix],KHEA,3/15/2018,QM24S1804919,4435,19.8,376842137,48359,16671123,62,764618561,4979126,,62,1068,2338243,15,54,,7,14379,,,,,641737,,1,https://i.scdn.co/image/ab67616d0000b273e1d4039d282f7cf78330036b
Mirror,Tha Carter IV (Japan Version),Lil Wayne,01-01-2011,USCM51100327,4433,19.8,531877344,113502,16875314,69,887185779,5742922,240175,59853712,478863160,159410617,21,26,4,10,249253,8,260350267,311020,,3832905,,1,https://i.scdn.co/image/ab67616d0000b27360a1b828beab034f65ad785b
Speechless (Full),Aladdin (Original Motion Picture Soundtrack),Naomi Scott,5/22/2019,USWD11993077,4432,19.8,304588030,27312,13626506,63,536055555,5342216,16993,4437120,48485307,46694866,41,6750,184,3,12065,13,35919515,86599,,661261,,0,https://i.scdn.co/image/ab67616d0000b2739986d69836eac008a927b032
Young,Vibes,Vacations,12-09-2016,SEYOK1669274,4431,19.8,597591280,136878,25723483,74,105282082,1803716,454382,226996966,1487039791,,15,269,10,,,8,4444885,5086,23290198,1723404,,0,https://i.scdn.co/image/ab67616d0000b2739c93931e7cfa4d8216056795
Who I Am,Who I Am,Alan Walker,01-04-2024,NOG842302010,4428,19.8,36474848,4573,5104611,,42037284,1045695,,,,1165121025,5,2837,,,,,,,,153003,,0,https://i.scdn.co/image/ab67616d0000b2737b56b05b24e2b374c19d13d3
Holy Ghost,Holy Ghost,Omah Lay,11-09-2023,USWB12306574,4426,19.8,61390970,11876,5284858,,28274389,310343,,1794140,11575782,49418688,45,3642,119,16,551854,46,1898709,356,,,,0,https://i.scdn.co/image/ab67616d0000b273ca454be2b33af924e173359d
"Mann Bharryaa 2.0 (From ""Shershaah"")","Mann Bharryaa 2.0 (From ""Shershaah"")",B Praak,8/15/2021,INS172102779,4424,19.9,149351877,15576,5847920,61,365670176,5075644,72976,4375481,60033835,160130930,10,170,,1,1097,3,,,,137705,,0,https://i.scdn.co/image/ab67616d0000b273173a36a54fd89a650240ceac
Demasiadas Mujeres,Demasiadas Mujeres,C. Tangana,10-08-2020,ES5022000710,4423,19.9,417168757,75509,12398561,68,135732676,1275450,239433,209313809,2112625816,39566186,50,7224,,15,25276,13,94511,549,,1294599,,0,https://i.scdn.co/image/ab67616d0000b273a408c78e231f716383a58eb3
Pretty Savage,THE ALBUM,BLACKPINK,10-02-2020,KRA402000133,4421,19.9,435823355,34658,14268149,64,284536285,3411827,565243,137186669,1021702238,28,27,1664,,7,116569,8,4427847,6097,,733704,,0,https://i.scdn.co/image/ab67616d0000b2731895052324f123becdd0d53d
T-Shirt,T-Shirt,Migos,1/13/2017,QMCE31600872,4420,19.9,476546062,81971,14843218,59,411585032,2754105,112983,12732471,81330455,191370605,130,323,15,9,72746,6,261193437,81956,,2262525,,1,https://i.scdn.co/image/ab67616d0000b2736275aeac316378b0dd4f31fd
"Ruaan (From ""Tiger 3"")","Ruaan (From ""Tiger 3"")",Pritam,11-06-2023,INY092300063,4419,19.9,25820250,1732,2016667,,88129485,562556,,4,490,87015787,,321,,,,17,352,,,57373,,0,https://i.scdn.co/image/ab67616d0000b273625fe347d8e5565382d26c62
Embarrassed (feat. Travis Scott),Embarrassed (feat. Travis Scott),Don Toliver,2/23/2023,USAT22302147,4418,19.9,96288883,37394,7850736,63,8545326,113402,1928,593460,2917500,184211408,10,278,4,6,31909,,527188,363,2021849,190951,,1,https://i.scdn.co/image/ab67616d0000b273f5e27c2aa0b110c2b6611577
God of Music,SEVENTEEN 11th Mini Album 'SEVENTEENTH HEAVEN',SEVENTEEN,10/23/2023,USA2P2345251,4417,19.9,64530857,5436,6224831,,68842793,1133609,7921,35053106,148059935,563214967,9,1597,7,7,248186,24,146890,105,,136977,,0,https://i.scdn.co/image/ab67616d0000b273d07a54abba4f5060c2486e3c
Dj Terompet Pemersatu Bangsa,Dj Terompet Pemersatu Bangsa,PAMOKHOL ID,10/19/2022,SGB502272288,4416,19.9,2347433,588,62520,25,,,1901402,71781810,1652854603,,,,,,,,,,,,,0,https://i.scdn.co/image/ab67616d0000b273470d0ba5f707b141d1337cf2
Got What I Got,From the album '9',Jason Aldean,10-11-2019,QMRSZ1901461,4414,19.9,184488165,22640,3468330,59,220205995,1704011,29900,2111239,22309447,75939058,8,,48,3,1846,7,367697976,83391,,,,0,https://i.scdn.co/image/ab67616d0000b2739b9b36b0e22870b9f542d937
Instant Crush (feat. Julian Casablancas),Random Access Memories,Daft Punk,5/17/2013,USQX91300105,4413,19.9,587054803,130991,15108911,70,830977726,4575683,48128,9438211,82939552,7491045,74,20738,1,78,819839,23,13761386,20411,,7241562,,0,https://i.scdn.co/image/ab67616d0000b2732a92ca2bb7198404ca5dceca
Feel So Close - Radio Edit,Dance Hitlist 2012.1,Calvin Harris,01-01-2011,GBARL1100748,4411,19.9,991382346,187432,87928081,79,7412771,63854,183112,76790230,502553641,,148,57577,,84,942311,29,426156682,480102,,7721049,,0,https://i.scdn.co/image/ab67616d0000b273dcef905cb144d4867119850b
i'm yours sped up,i'm yours,Isabel LaRosa,10/28/2022,USRC12203969,4410,19.9,223341848,34131,11352526,67,12260201,167404,300000,79965598,589269507,,3,262,397,4,30837,15,1615467,877,,1622902,,0,https://i.scdn.co/image/ab67616d0000b273a190c0569b563cdfe3ef8fea
She Don't Give a Fo,"Trapgentina, Vol. 1",Duki,12-07-2017,QZ5FN1767793,4409,19.9,500565437,74725,14234889,70,644380652,4455611,43604,35536108,217482856,53428,3,1789,,7,45112,3,604004,2295,,995726,,0,https://i.scdn.co/image/ab67616d0000b273d5459416eb7f5d035b9d2e25
YOSEMITE,ASTROWORLD,Travis Scott,08-03-2018,USSM11806669,4408,19.9,646744185,131213,18096403,68,161578216,1576117,8999,3009068,25055075,32615566,44,1231,47,28,137307,10,58077529,20858,,1564987,,1,https://i.scdn.co/image/ab67616d0000b273072e9faef2ef7b6db63834a3
Would You (go to bed with me?),Would You (go to bed with me?),Campbell,7/21/2023,GBAHS2300598,4405,19.9,73821370,23298,16167031,71,12303071,190206,287,147268,2237426,57803125,8,3622,,10,88435,8,,,898654,241298,,0,https://i.scdn.co/image/ab67616d0000b27361fd4eff8bb3be13fadf66d9
Carrying Your Love,Carrying Your Love,David Morris,06-01-2022,QZEQU2246860,4399,19.9,33278200,10186,1379624,50,4962879,74982,1901626,318927368,2885085148,133358,3,395,534,,,,5082176,2540,,255786,,0,https://i.scdn.co/image/ab67616d0000b273d01f410ddd5776121c42bf59
ISABELLE,ISABELLE,Sefo,06-08-2022,QM6N22220696,4398,20,90838757,22248,2370123,53,203958899,721936,10328,586162,19777868,61468,9,14924,,1,26216,,,,,332021,,0,https://i.scdn.co/image/ab67616d0000b273ab752cefd8845a567a3a72e1
Pistoleta,Pistoleta,Olexesh,04-11-2024,DEVY22400014,4397,20,24652626,3598,10031289,59,6100333,56016,,,,,7,1040,,9,9120968,22,,,,106947,,1,https://i.scdn.co/image/ab67616d0000b273f44bff8fb8e4cbca884f876a
Deep in the Water,Deep in the Water,Don Toliver,3/14/2024,USAT22401435,4396,20,23798578,5758,16475168,,4469788,97913,,,,3879793,12,298,4,5,1994258,13,1944815,163,600647,,,1,https://i.scdn.co/image/ab67616d0000b273c800e1a4a237cf8f085183c5
La La La (Brazil 2014),Shakira. (Deluxe Version),Shakira,3/14/2014,USRC11400478,4395,20,125560682,17633,2897643,55,1315361520,7019819,1954896,107672504,1601097526,228839908,11,1166,102,7,129945,2,,,,1319100,,0,https://i.scdn.co/image/ab67616d0000b2737f73e6587c8ced7cad6e1e02
Go Hard,Go Hard - Single,Lil Baby,4/28/2023,USUG12300031,4394,20,70601620,32101,23637848,60,7241759,93111,20794,1923197,21009932,,10,1375,51,7,89394,,15028714,2422,,356684,,1,https://i.scdn.co/image/ab67616d0000b2736cab41f8c84d6164976400d4
Baddest,Baddest,Yung Bleu,06-11-2021,USUYG1373541,4391,20,58539080,21823,2831053,49,93406018,908614,59318,12588822,122233226,26425329,34,180840,245,,,14,72404038,9071,1747863,1492094,,1,https://i.scdn.co/image/ab67616d0000b273180b3dc8205dcbf79f671fcf
Temporary pyar,Temporary pyar,Kaka,09-04-2021,INS402100006,4390,20,38264355,4017,329185,53,451922405,6040482,34,1248,4585,,,,,,,,,,,,,0,https://i.scdn.co/image/ab67616d0000b27300f460f9ac7c73ffae3d4c40
Endless Fashion (feat. Nicki Minaj),Endless Fashion (feat. Nicki Minaj),Lil Uzi Vert,6/21/2023,USAT22306857,4387,20,68598656,27448,5932034,59,11390626,162262,215,10359,190551,12857711,31,,40,7,43157,16,9397582,3116,,504646,,1,https://i.scdn.co/image/ab67616d0000b27376fd3e8196fbf4a1ff08a845
Pump It Up,Pump It Up,Endor,9/13/2019,GBCPZ1916610,4386,20,352268839,130479,31491313,66,37251936,317013,143448,9267305,135688880,,67,23074,105,29,595469,20,4181404,12223,,2307798,,0,https://i.scdn.co/image/ab67616d0000b2732fe961e04f6b1687728e806d
Back To Back (feat. Future),Back To Back (feat. Future),Nardo Wick,4/26/2024,USRC12401155,4385,20,7615489,2372,11517250,,1582983,60765,,,,65527813,28,187,,10,1221510,8,938876,118,703031,50655,,1,https://i.scdn.co/image/ab67616d0000b273c288f3b4a25a1e9d14c17a7a
Passinho Debochado,Passinho Debochado,Dan Ventura,7/30/2021,QZMZ92162594,4384,20,68273832,9866,2234406,45,96088323,1033691,2308300,78196584,1220672571,39878647,11,364,,3,83546,2,,,,146957,,0,https://i.scdn.co/image/ab67616d0000b2734563c81325e80d30d07acc46
Cigarettes,Fighting Demons (Extended Edition),Juice WRLD,12-10-2021,USUG12200313,4381,20,233582276,70988,10942850,64,35114944,551931,14725,1119551,13572005,172617170,9,2731,,6,107022,3,8846192,6564,,530477,,1,https://i.scdn.co/image/ab67616d0000b2737459992b444de38842b9bee7
LOYALTY. FEAT. RIHANNA.,DAMN.,Kendrick Lamar,4/14/2017,USUM71703086,4380,20,669703929,101138,18743066,73,234757944,2316992,40,10010,73180,186613935,159,5783,,37,147634,24,234306133,67483,4369805,2302809,,1,https://i.scdn.co/image/ab67616d0000b2738b52c6b9bc4e43d873869699
Shotta Flow,Shotta Flow,NLE Choppa,1/17/2019,QZ85M1903991,4379,20,257646451,58760,6584728,17,394204600,5104881,308772,105826198,854952373,22537291,13,40,,4,2961,,26799251,120052,,1407757,,1,https://i.scdn.co/image/ab67616d0000b27354e013fc215e0c5304c1dcdc
Phir Bhi Tumko Chaahunga,Half Girlfriend,Mithoon,4/30/2017,INZ031402279,4378,20,82758005,13462,6604073,2,1074239950,6411485,66248,4131680,63379747,25137111,6,,,,,5,2120750,,,539903,,0,https://i.scdn.co/image/ab67616d0000b273aca529b2fdfaabf2f50fc9e3
bad,0.1 flaws and all.,wave to earth,4/20/2023,KRA252300807,4377,20,140228805,21115,10469203,70,48488768,452737,139570,37369800,260750327,,8,2539,,1,1762,,10408,,,190480,,0,https://i.scdn.co/image/ab67616d0000b27324f8c3ad20b7c6cfecb5832e
Daechwita,D-2,Agust D,5/22/2020,QM6N22036182,4375,20.1,313507248,26753,16233508,67,502937217,15675718,218,955832,4863938,133268690,9,208,7,5,26540,4,2618702,2413,,587656,,1,https://i.scdn.co/image/ab67616d0000b273f43405f32dfe1c07777c06af
JAGERMEISTER,Jagermeister (feat. 2woBunnies) - Single,Ice Beats Slide,12/31/2022,ZA56E2201859,4373,20.1,8434856,6522,537376,14,,,1400494,30455416,439574216,,8,361,2,1,6375,,20150,,,785803,,0,https://i.scdn.co/image/ab67616d0000b2737f461feb77b6147c6067791c
From The Start,Bewitched,Laufey,09-08-2023,QMDA62312093,4371,20.1,367151355,16239,5016080,82,,,,,,,,,,,,,,,,,,0,https://i.scdn.co/image/ab67616d0000b27374c732f8aa0e0ccbb3d17d96
"Tum Se (From ""Teri Baaton Mein Aisa Uljha Jiya"")","Tum Se (From ""Teri Baaton Mein Aisa Uljha Jiya"")",Sachin-Jigar,02-02-2024,INS182400341,4369,20.1,44619695,1561,8640326,73,46189870,250190,,,,341756091,9,159,,,,1,,,,99889,,0,https://i.scdn.co/image/ab67616d0000b273b608e9bcf3845d082d1d559e
Hero,Hero,Alan Walker,05-04-2023,NOG842303010,4367,20.1,76323780,15631,7617886,59,82546258,937660,813,174211,2356835,586156532,6,7051,,5,127616,8,3480840,688,601868,368216,,0,https://i.scdn.co/image/ab67616d0000b273cefa45aa4913ee077cde9239
Rags2Riches (feat. ATR Son Son),Pray 4 Love,Rod Wave,04-03-2020,USLD91725576,4366,20.1,164542767,35795,4556039,47,164259549,1321390,2253001,131322055,907184617,5433225,21,18533,,1,1649,,,,,854584,,1,https://i.scdn.co/image/ab67616d0000b2735b6bcc59c3562a6f362344c6
Who Is Your Guy? - Remix,Who Is Your Guy? (Remix),Spyro,03-03-2023,QZ5AB2388250,4364,20.1,21134265,7097,1369988,55,,,1032352,18162508,237172938,,25,1975,,11,359413,7,17554,,,1887872,,0,https://i.scdn.co/image/ab67616d0000b273c32fe041408087bb70db6a0a
OKLOSER,OKLOSER,Doja Cat,04-01-2024,USRC12400591,4362,20.1,20814043,1756,13481516,,,,,401100,1470700,,15,20773,75,17,502431,23,133333,287,,71723,,1,https://i.scdn.co/image/ab67616d0000b2736d6439f12c06d71f2c924305
Over the Rainbow,Alone In Iz World,Israel Kamakawiwo'ole,9/25/2001,USMAC0100119,4361,20.1,399145178,94038,14869138,68,1632844702,11706967,70375,19778665,167032445,192230927,51,10999,,39,143486,17,749033130,690053,,3385807,,0,https://i.scdn.co/image/ab67616d0000b273d24c55dad39a8f3561f6b6d6
Everybody Talks,Everybody Talks,Neon Trees,12/19/2011,USUM71119189,4359,20.1,836267192,170098,45773811,74,128528493,1373771,73977,35831404,271659950,3811884,39,70432,655,16,51359,17,429528547,391142,,5673327,,1,https://i.scdn.co/image/ab67616d0000b2734a6c0376235e5aa44e59d2c2
Fear Of Heights,For All The Dogs,Drake,10-06-2023,USUG12306069,4358,20.1,65870686,22047,2768716,,4154083,48490,135,37653,405415,,4,217,68,,,1,1809622,543,,62951,,1,https://i.scdn.co/image/ab67616d0000b2737d384516b23347e92a587ed1
Gentleman,Clubland 23,PSY,01-01-2013,USUM71304188,4357,20.1,119666188,25949,3520970,54,1772780483,9586155,9999,2649499,33894220,157358059,13,3456,,3,1554,,,,,2559290,,0,https://i.scdn.co/image/ab67616d0000b273a46b07c291e6dfdee13b3ee8
Como Si No Importara,Como Si No Importara,Emilia,7/13/2021,USSD12100347,4356,20.1,232985667,43893,6507466,62,244041337,1787933,24758,22615436,165904891,98332576,19,1790,120,8,264687,5,75232,,,260024,,0,https://i.scdn.co/image/ab67616d0000b273ec3aedff4bde61b335ed6961
Bam Lagatar,Bam Lagatar,Khushi Kakkar,05-06-2024,ING642403642,4355,20.1,41745,2,1,,18602043,62451,,,,,,,,,,,,,,,,0,https://i.scdn.co/image/ab67616d0000b273640b9ce7224d67b148614483
Losin Control,Losin Control,Russ,7/28/2016,USSM11606199,4354,20.1,703411626,95048,19980635,66,203961378,1718942,106882,21993209,108839324,6610,55,,4,47,66338,,356243964,195496,,2062658,,1,https://i.scdn.co/image/ab67616d0000b27353bfecd78b83e97c4f0794e4
Param Pom,Param Pom,TAIRA,6/17/2022,USR3R2200084,4353,20.1,20855,14,6337,7,334451880,1636690,80,187207,3068694,91645044,,100,,,,,,,,,,0,https://i.scdn.co/image/ab67616d0000b2730f5fc4b5bf2cef7de56e386a
Fast Car,Fast Car,Jonas Blue,12-04-2015,GBUM71507621,4352,20.1,1145882592,139927,40886623,69,154731955,772693,270900,7529782,88978424,53448,143,95756,16,74,406133,31,94448996,39367,,10070305,,0,https://i.scdn.co/image/ab67616d0000b273759e4cc8e664b1d9e5c259cb
Desde Mis Ojos - Remix,Desde Mis Ojos (Remix),Chris Lebron,05-05-2022,QM4TX2289725,4351,20.1,128669257,25684,4403591,62,142184505,819929,338500,22962099,237360091,320377232,9,9363,,4,1585177,8,2687998,1954,,658283,,0,https://i.scdn.co/image/ab67616d0000b273e1f34bfb74d487a064e80e80
Slimed In,WE DON'T TRUST YOU,Future,3/22/2024,USSM12402035,4350,20.1,28767834,6271,11390894,,5101175,61395,,,,,3,8,,,,,354275,230,,30563,,1,https://i.scdn.co/image/ab67616d0000b2731747ed9fc7bf2e19d52e9083
Rover,Rover - The 3rd Mini Album - EP,KAI,3/13/2023,KRA302300058,4349,20.1,144026886,13457,5233416,64,112805596,2145090,70700,66880497,369994690,15866178,3,859,,,,7,928506,948,,315158,,0,https://i.scdn.co/image/ab67616d0000b273ca0bf7a337ed7a8bcc34948e
Supernova,Supernova,SAIKO,4/19/2023,QM6MZ2302420,4348,20.1,125451295,28417,7839226,61,26092583,192904,76700,11432696,154830607,3508,18,6674,,1,2807,14,4067,12,,287570,,0,https://i.scdn.co/image/ab67616d0000b273e346fc6f767ca2ac8365fe60
Quickie,Quickie,Moneybagg Yo,12-08-2022,USUM72222509,4347,20.1,56051407,25464,2214899,57,47664500,494147,19091,2963490,31039886,183857558,10,7482,89,1,2538,1,55770355,15368,,496329,,1,https://i.scdn.co/image/ab67616d0000b2731a7fadc93eaa5c5749df4bc4
SUGAR,Big Swag,BROCKHAMPTON,6/22/2019,USRC11901564,4346,20.1,507842421,98352,18781944,63,75958373,1188192,1166035,214836760,1350079629,11166885,56,,,23,106019,2,11096440,42030,,1260838,,1,https://i.scdn.co/image/ab67616d0000b27346f07fa4f28bf824840ddacb
vice city,vice city,XXXTENTACION,1/28/2022,USQX92105542,4343,20.2,111369377,60104,6976080,64,100696513,1725109,365,15618,198631,704154,4,108,2,4,132917,5,927112,1727,,166343,,1,https://i.scdn.co/image/ab67616d0000b27376d75805b961da10f02a97c3
Good For You,Good For You,Selena Gomez,6/22/2015,USUM71508741,4342,20.2,701552110,49025,16106848,60,581362473,4012591,91650,19790131,155603416,237611619,120,289,130,31,160523,22,393712904,153528,,5461184,,0,https://i.scdn.co/image/ab67616d0000b2736bc7473df6c9d1fd90972e84
Check It Out,Check It Out,Parmish Verma,6/27/2023,DGA052307798,4341,20.2,99237146,7075,3974177,67,113013875,1174863,784,18168,233947,16777928,6,125,,,,14,,,,125330,,0,https://i.scdn.co/image/ab67616d0000b273df51a3d66223e5b01813e0c4
Tip Toe (feat. French Montana),Nu King,Jason Derulo,2/16/2024,USAT22400763,4340,20.2,,,,,,,,,,,,,,,,8,,,,3759625,,0,https://i.scdn.co/image/ab67616d0000b273067d0339779c7cbefbf10fe5
Watermelon Moonshine,Songs From Bell Bottom Country,Lainey Wilson,08-12-2022,QMRSZ2201709,4338,20.2,129635815,17482,10666210,70,33423008,161494,13005,3420396,60524288,317974178,,132594,20,1,2581,,18931295,21657,,,,0,https://i.scdn.co/image/ab67616d0000b273fab89700cf3b4ca3d6a3d93b
Do What I Want,The Perfect LUV Tape,Lil Uzi Vert,7/31/2016,USAT21602372,4337,20.2,255776823,52690,9510227,58,135880617,1184950,5158,1815920,13186028,164150,18,146,,4,14862,1,37931370,27805,87817419,487907,,1,https://i.scdn.co/image/ab67616d0000b273e0207d12ddaab6910a4ce863
Small Town Boy,Small Town Boy,Dustin Lynch,2/17/2017,US58E1700584,4336,20.2,333982743,34123,5288629,61,266675091,1417694,24576,2184778,17970098,437206591,,132781,22,3,3668,18,535628333,121546,,,,0,https://i.scdn.co/image/ab67616d0000b27398ea0e689c91f8fea726d9bb
do re mi,do re mi,blackbear,3/18/2017,USLD91700850,4335,20.2,619655619,78265,13525058,63,324660885,3726146,42097,10535986,42240263,44441336,46,2061,,12,436480,,205536930,219399,,2220972,,1,https://i.scdn.co/image/ab67616d0000b2736c112ab47442b526755ffe36
"You're Gonna Go Far, Kid","Rise And Fall, Rage And Grace",The Offspring,06-12-2008,USSM10801605,4334,20.2,968810827,177742,38261812,77,336220628,2996719,14336,5321733,47328081,37161945,22,67246,5,22,477009,44,793391919,335263,1109382,3522400,,1,https://i.scdn.co/image/ab67616d0000b27364353426de6dfe0206f6d1d3
Vamp Anthem,Whole Lotta Red,Playboi Carti,12/25/2020,USUM72024688,4332,20.2,291244404,103342,8912802,69,41936586,623466,49800,23797925,181718624,64980965,3,117,,4,11374,,978492,4994,,361371,,1,https://i.scdn.co/image/ab67616d0000b273603c740a2c5e89e92f0b4388
